,article_title,country,population,region,article_quality,revision_id
311,Antonio Bermejo,Argentina,46.2,SOUTH AMERICA,Start,1111012579.0
312,Antonio Beruti,Argentina,46.2,SOUTH AMERICA,Start,1072761348.0
313,Héctor Bidonde,Argentina,46.2,SOUTH AMERICA,Start,1091652004.0
314,Silvano Bores,Argentina,46.2,SOUTH AMERICA,Stub,1035890502.0
315,Pedro Braillard Poccard,Argentina,46.2,SOUTH AMERICA,Stub,1100848745.0
316,Exequiel Bustillo,Argentina,46.2,SOUTH AMERICA,Stub,1096179751.0
317,Mario Cafiero,Argentina,46.2,SOUTH AMERICA,Stub,1102185475.0
318,Alberto Manuel Campos,Argentina,46.2,SOUTH AMERICA,Start,1073206939.0
319,Alejo Castex,Argentina,46.2,SOUTH AMERICA,C,1096414709.0
320,Dámaso Centeno,Argentina,46.2,SOUTH AMERICA,Stub,1096183091.0
321,Carlos Corach,Argentina,46.2,SOUTH AMERICA,Stub,1068148753.0
322,Jorge Coscia,Argentina,46.2,SOUTH AMERICA,Stub,1099409991.0
323,Juan Carlos Del Bello,Argentina,46.2,SOUTH AMERICA,Stub,1100037128.0
324,Luis L. Domínguez,Argentina,46.2,SOUTH AMERICA,C,1089356576.0
325,Máximo Etchecopar,Argentina,46.2,SOUTH AMERICA,Start,1115155777.0
326,Héctor Toty Flores,Argentina,46.2,SOUTH AMERICA,Stub,1067754685.0
327,Juan Fugl,Argentina,46.2,SOUTH AMERICA,Stub,1073206214.0
328,Santiago Gallo,Argentina,46.2,SOUTH AMERICA,Start,1039135531.0
329,Manuel José García,Argentina,46.2,SOUTH AMERICA,Stub,1007128573.0
330,Juan José Gómez Centurión,Argentina,46.2,SOUTH AMERICA,Stub,1110844685.0
331,Luis Carlos Gómez Centurión,Argentina,46.2,SOUTH AMERICA,Stub,1040878894.0
332,Martín Guzmán,Argentina,46.2,SOUTH AMERICA,C,1111128923.0
333,Federico Helguera,Argentina,46.2,SOUTH AMERICA,Start,1066754349.0
334,Fernando Iglesias (Argentine politician),Argentina,46.2,SOUTH AMERICA,C,1093400021.0
335,Ricardo Kennedy,Argentina,46.2,SOUTH AMERICA,Stub,1096426574.0
336,Carlos Kunkel,Argentina,46.2,SOUTH AMERICA,Stub,1005790906.0
337,Norberto La Porta,Argentina,46.2,SOUTH AMERICA,Stub,721029407.0
338,Andrés Larroque,Argentina,46.2,SOUTH AMERICA,Start,1060504858.0
339,Julián de Leyva,Argentina,46.2,SOUTH AMERICA,Stub,959654287.0
340,Mónica López (politician),Argentina,46.2,SOUTH AMERICA,Stub,797826672.0
341,Lucio Victorio Mansilla,Argentina,46.2,SOUTH AMERICA,Start,1086339086.0
342,Nicolás Massot,Argentina,46.2,SOUTH AMERICA,Start,1069153148.0
343,Juan Mignaburu,Argentina,46.2,SOUTH AMERICA,Stub,994878410.0
344,Guillermo Montenegro,Argentina,46.2,SOUTH AMERICA,Stub,1096175549.0
345,Mariano Moreno,Argentina,46.2,SOUTH AMERICA,B,1113829451.0
346,Marcelo Muniagurria,Argentina,46.2,SOUTH AMERICA,Stub,1108926646.0
347,Fernando Nadra,Argentina,46.2,SOUTH AMERICA,C,1105357958.0
348,Rómulo Sebastián Naón,Argentina,46.2,SOUTH AMERICA,Start,1096261399.0
349,Santiago G. O'Farrell,Argentina,46.2,SOUTH AMERICA,Start,1096261487.0
350,Miguel Ángel Pesce,Argentina,46.2,SOUTH AMERICA,Start,1096459313.0
351,Carlos Petroni,Argentina,46.2,SOUTH AMERICA,C,1100374393.0
352,Alejo Peyret,Argentina,46.2,SOUTH AMERICA,B,1091481103.0
353,Aldo Pignanelli,Argentina,46.2,SOUTH AMERICA,Stub,1106856167.0
354,Enrique S. Quintana,Argentina,46.2,SOUTH AMERICA,Start,1016343362.0
355,Amán Rawson,Argentina,46.2,SOUTH AMERICA,Start,1096678788.0
356,Martín Sabbatella,Argentina,46.2,SOUTH AMERICA,C,1073202733.0
357,Juan Pablo Schiavi,Argentina,46.2,SOUTH AMERICA,C,1069152180.0
358,Héctor Tizón,Argentina,46.2,SOUTH AMERICA,Start,1096176230.0
359,Claudio Uberti,Argentina,46.2,SOUTH AMERICA,C,1032047313.0
360,Arístides Villanueva,Argentina,46.2,SOUTH AMERICA,Start,994807413.0
361,Artashes Abeghyan,Armenia,3.0,WESTERN ASIA,Start,1088583026.0
362,Aram Achekbashian,Armenia,3.0,WESTERN ASIA,Stub,1046857776.0
363,Hovsep Arghutian,Armenia,3.0,WESTERN ASIA,Start,1095822812.0
364,Mikael Atabekyan,Armenia,3.0,WESTERN ASIA,Stub,1008108682.0
365,Tigran Bekzadyan,Armenia,3.0,WESTERN ASIA,Stub,1027604306.0
366,Vigen Chitechyan,Armenia,3.0,WESTERN ASIA,Stub,1099308421.0
367,Hayk Chobanyan,Armenia,3.0,WESTERN ASIA,Start,1093711595.0
368,Daniel-Bek of Sassun,Armenia,3.0,WESTERN ASIA,Start,1114419837.0
369,Gurgen Egiazaryan,Armenia,3.0,WESTERN ASIA,Start,1103745376.0
370,Parunak Ferukhan,Armenia,3.0,WESTERN ASIA,Stub,1114420012.0
371,Hambardzum Galstyan,Armenia,3.0,WESTERN ASIA,Start,1084735335.0
372,Gegham Gharibjanian,Armenia,3.0,WESTERN ASIA,C,1048485720.0
373,Gevorg Ghazaryan (politician),Armenia,3.0,WESTERN ASIA,Stub,1082547991.0
374,Andrias Ghukasyan,Armenia,3.0,WESTERN ASIA,Start,1108345283.0
375,Aram Grigoryan,Armenia,3.0,WESTERN ASIA,Stub,1112117000.0
376,Armen Grigoryan (politician),Armenia,3.0,WESTERN ASIA,C,1069944070.0
377,Hayk Grigoryan,Armenia,3.0,WESTERN ASIA,Start,1090623549.0
378,Grigor Jaghetyan,Armenia,3.0,WESTERN ASIA,Stub,1062820993.0
379,Tigran Karapetyan,Armenia,3.0,WESTERN ASIA,Stub,1112833785.0
380,Khachatur-Bek of Mush,Armenia,3.0,WESTERN ASIA,Stub,1114420639.0
381,Aram Kocharyan,Armenia,3.0,WESTERN ASIA,Stub,1107982644.0
382,Davit Lokyan,Armenia,3.0,WESTERN ASIA,Start,1089241404.0
383,Hrant Maloyan,Armenia,3.0,WESTERN ASIA,C,1114902744.0
384,Hrant Maloyan,Armenia,3.0,WESTERN ASIA,C,1114902744.0
385,Hrant Maloyan,Syria,22.1,WESTERN ASIA,C,1114902744.0
386,Hrant Maloyan,Syria,22.1,WESTERN ASIA,C,1114902744.0
387,Khachatur Malumian,Armenia,3.0,WESTERN ASIA,Start,1114420669.0
388,Aram Manukyan,Armenia,3.0,WESTERN ASIA,Start,1048512708.0
389,Gevorg Melik-Karagyozyan,Armenia,3.0,WESTERN ASIA,Stub,980519720.0
390,Vahan Minakhoryan,Armenia,3.0,WESTERN ASIA,Stub,1055697655.0
391,Ruben Mirzakhanyan,Armenia,3.0,WESTERN ASIA,Start,1084737845.0
392,Badal Muradyan,Armenia,3.0,WESTERN ASIA,Start,1090630537.0
393,Gabriel Noradunkyan,Armenia,3.0,WESTERN ASIA,C,1114426086.0
394,Suren Papikyan,Armenia,3.0,WESTERN ASIA,Start,1112772824.0
395,Paul Paul,Armenia,3.0,WESTERN ASIA,Start,1114420707.0
396,Garo Paylan,Armenia,3.0,WESTERN ASIA,C,1104655518.0
397,Genrikh Poghosyan,Armenia,3.0,WESTERN ASIA,Start,1085393392.0
398,Ishkhan Saghatelyan,Armenia,3.0,WESTERN ASIA,GA,1107169295.0
399,Martiros Sarukhanyan,Armenia,3.0,WESTERN ASIA,Stub,933482772.0
400,Vartkes Serengülian,Armenia,3.0,WESTERN ASIA,Start,1114426992.0
401,Serop Zakaryan,Armenia,3.0,WESTERN ASIA,Stub,1057547947.0
402,Servitchen,Armenia,3.0,WESTERN ASIA,Stub,1114420738.0
403,Suren Shadunts,Armenia,3.0,WESTERN ASIA,Start,1109564586.0
404,Kasbar Sinabian,Armenia,3.0,WESTERN ASIA,Stub,1114426546.0
405,Ohannes Tchekidjian,Armenia,3.0,WESTERN ASIA,Start,1090861179.0
406,Hrayr Tovmasyan,Armenia,3.0,WESTERN ASIA,Stub,993785842.0
407,Usuv Beg,Armenia,3.0,WESTERN ASIA,Stub,1086955149.0
408,Kegham Vanigian,Armenia,3.0,WESTERN ASIA,Start,1114420793.0
409,Artak Zeynalyan,Armenia,3.0,WESTERN ASIA,Start,1097086972.0
410,Alfons Adam,Austria,9.0,WESTERN EUROPE,Start,1103541474.0
411,Ingo Appelt,Austria,9.0,WESTERN EUROPE,Stub,997950968.0
412,Baron Alexander von Bach,Austria,9.0,WESTERN EUROPE,C,1114355363.0
413,"Maximilian Anton Karl, Count Baillet de Latour",Austria,9.0,WESTERN EUROPE,Start,1112473939.0
414,Heinrich Alfred Barb,Austria,9.0,WESTERN EUROPE,Start,1092809567.0
415,Raphael Basch,Austria,9.0,WESTERN EUROPE,Start,1023595642.0
416,Leopold Berchtold,Austria,9.0,WESTERN EUROPE,C,1089443270.0
417,Hanns Blaschke,Austria,9.0,WESTERN EUROPE,Stub,1115530871.0
418,Andreas Bolek,Austria,9.0,WESTERN EUROPE,Start,1005030653.0
419,Joseph Buttinger,Austria,9.0,WESTERN EUROPE,Start,1080982386.0
420,Prince Carl of Solms-Braunfels,Austria,9.0,WESTERN EUROPE,C,1107215721.0
421,Count Wenzel Chotek of Chotkow and Wognin,Austria,9.0,WESTERN EUROPE,Start,1083654825.0
422,Count Wenzel Chotek of Chotkow and Wognin,Austria,9.0,WESTERN EUROPE,Start,1083654825.0
423,Count Wenzel Chotek of Chotkow and Wognin,Czechia,10.5,EASTERN EUROPE,Start,1083654825.0
424,Count Wenzel Chotek of Chotkow and Wognin,Czechia,10.5,EASTERN EUROPE,Start,1083654825.0
425,Citizens' Ministry,Austria,9.0,WESTERN EUROPE,C,1071736555.0
426,Richard von Coudenhove-Kalergi,Austria,9.0,WESTERN EUROPE,C,1108787206.0
427,Karl von Czyhlarz,Austria,9.0,WESTERN EUROPE,Stub,1021127705.0
428,George Abraham von Dyhrn,Austria,9.0,WESTERN EUROPE,Stub,1007538469.0
429,Hans Ferlitsch,Austria,9.0,WESTERN EUROPE,Stub,941916920.0
430,Friedhelm Frischenschlager,Austria,9.0,WESTERN EUROPE,Start,1018809630.0
431,Anton Füster,Austria,9.0,WESTERN EUROPE,Start,1078570802.0
432,Julius Anton Glaser,Austria,9.0,WESTERN EUROPE,C,1112473750.0
433,Walter Guggenberger,Austria,9.0,WESTERN EUROPE,Start,1112473762.0
434,Ulrich Habsburg-Lothringen,Austria,9.0,WESTERN EUROPE,Stub,1112474612.0
435,Ernst Hampel (politician),Austria,9.0,WESTERN EUROPE,Stub,1069436586.0
436,Franz von Hartig,Austria,9.0,WESTERN EUROPE,Stub,1007537619.0
437,Hans Peter Haselsteiner,Austria,9.0,WESTERN EUROPE,Start,1112603346.0
438,Friedrich Wilhelm von Haugwitz,Austria,9.0,WESTERN EUROPE,C,1112275892.0
439,Eduard Hedvicek,Austria,9.0,WESTERN EUROPE,Stub,1115494542.0
440,Eduard Hedvicek,Austria,9.0,WESTERN EUROPE,Stub,1115494542.0
441,Eduard Hedvicek,Czechia,10.5,EASTERN EUROPE,Stub,1115494542.0
442,Eduard Hedvicek,Czechia,10.5,EASTERN EUROPE,Stub,1115494542.0
443,Eduard Herbst,Austria,9.0,WESTERN EUROPE,Start,1007530580.0
444,Hermann Stern,Austria,9.0,WESTERN EUROPE,C,1101206070.0
445,Jürgen Himmelbauer,Austria,9.0,WESTERN EUROPE,Stub,969146003.0
446,Anton Hofer,Austria,9.0,WESTERN EUROPE,Start,1105446235.0
447,Andreas Hörtnagl,Austria,9.0,WESTERN EUROPE,Stub,969145984.0
448,Franz Jetzinger,Austria,9.0,WESTERN EUROPE,Start,1086163096.0
449,Konstantin Jireček,Austria,9.0,WESTERN EUROPE,C,1100601439.0
450,Konstantin Jireček,Austria,9.0,WESTERN EUROPE,C,1100601439.0
451,Konstantin Jireček,Czechia,10.5,EASTERN EUROPE,C,1100601439.0
452,Konstantin Jireček,Czechia,10.5,EASTERN EUROPE,C,1100601439.0
453,Hugo Jury,Austria,9.0,WESTERN EUROPE,C,1115504900.0
454,Maximilian Ulrich von Kaunitz,Austria,9.0,WESTERN EUROPE,Start,1087172023.0
455,Maximilian Ulrich von Kaunitz,Austria,9.0,WESTERN EUROPE,Start,1087172023.0
456,Maximilian Ulrich von Kaunitz,Czechia,10.5,EASTERN EUROPE,Start,1087172023.0
457,Maximilian Ulrich von Kaunitz,Czechia,10.5,EASTERN EUROPE,Start,1087172023.0
458,Joseph Kenner,Austria,9.0,WESTERN EUROPE,Start,1112603390.0
459,Theodor Kery,Austria,9.0,WESTERN EUROPE,Stub,1065573627.0
460,Michael Killisch-Horn,Austria,9.0,WESTERN EUROPE,Stub,1106829544.0
461,Hubert Klausner,Austria,9.0,WESTERN EUROPE,Start,1111898436.0
462,Martin Kocher,Austria,9.0,WESTERN EUROPE,Stub,1088269446.0
463,Józef Kożdoń,Austria,9.0,WESTERN EUROPE,C,1112603867.0
464,Jožef Krajnc,Austria,9.0,WESTERN EUROPE,Start,1114850674.0
465,Jožef Krajnc,Austria,9.0,WESTERN EUROPE,Start,1114850674.0
466,Jožef Krajnc,Slovenia,2.1,SOUTHERN EUROPE,Start,1114850674.0
467,Jožef Krajnc,Slovenia,2.1,SOUTHERN EUROPE,Start,1114850674.0
468,Hans Kudlich,Austria,9.0,WESTERN EUROPE,Start,1048166289.0
469,Gottfried von Kühnelt-Leddihn,Austria,9.0,WESTERN EUROPE,Start,1068422030.0
470,Hartmann Lauterbacher,Austria,9.0,WESTERN EUROPE,C,1070877897.0
471,Otto Lecher,Austria,9.0,WESTERN EUROPE,Stub,1033894166.0
472,Franz Leitner (politician),Austria,9.0,WESTERN EUROPE,Stub,1010887552.0
473,Elmar Lichtenegger,Austria,9.0,WESTERN EUROPE,Start,1058620648.0
474,Julius Lippert (historian),Austria,9.0,WESTERN EUROPE,Stub,1084061853.0
475,Karl Lütgendorf,Austria,9.0,WESTERN EUROPE,Stub,1112474529.0
476,Jürgen Mandl,Austria,9.0,WESTERN EUROPE,Stub,977059921.0
477,Renate Mann,Austria,9.0,WESTERN EUROPE,Stub,1099978355.0
478,Ferdinand Mannlicher,Austria,9.0,WESTERN EUROPE,C,1104118829.0
479,Christoph Matznetter,Austria,9.0,WESTERN EUROPE,Start,1105484317.0
480,Johann Gregor Memhardt,Austria,9.0,WESTERN EUROPE,Stub,1112474313.0
481,Franz Moroder,Austria,9.0,WESTERN EUROPE,Start,1090940019.0
482,Heinz Nittel,Austria,9.0,WESTERN EUROPE,Stub,1109478769.0
483,Brigitta Pallauf,Austria,9.0,WESTERN EUROPE,Start,1033512296.0
484,Wladimir von Pawlowski,Austria,9.0,WESTERN EUROPE,Stub,1019694668.0
485,Johann Anton von Pergen,Austria,9.0,WESTERN EUROPE,C,1061803495.0
486,Gerhard Pfanzelter,Austria,9.0,WESTERN EUROPE,Start,1106125275.0
487,Walter Pfrimer,Austria,9.0,WESTERN EUROPE,B,1113533881.0
488,Ernst von Plener,Austria,9.0,WESTERN EUROPE,Start,1017745075.0
489,Leopold Poetsch,Austria,9.0,WESTERN EUROPE,Stub,1092446707.0
490,Thomas Prinzhorn,Austria,9.0,WESTERN EUROPE,C,1112474168.0
491,Hermann von Ramberg,Austria,9.0,WESTERN EUROPE,Stub,994058910.0
492,Heinrich Reschauer,Austria,9.0,WESTERN EUROPE,Start,1083947896.0
493,Horst Rosenkranz,Austria,9.0,WESTERN EUROPE,Start,1112603574.0
494,Emil Sax,Austria,9.0,WESTERN EUROPE,Start,1007521446.0
495,Karl Schmitzer,Austria,9.0,WESTERN EUROPE,Stub,1089049732.0
496,Georg Ritter von Schönerer,Austria,9.0,WESTERN EUROPE,C,1114549144.0
497,"Georg Adam, Prince of Starhemberg",Austria,9.0,WESTERN EUROPE,C,1102889087.0
498,Gundaker Thomas Starhemberg,Austria,9.0,WESTERN EUROPE,Start,1078907075.0
499,Josef Staribacher,Austria,9.0,WESTERN EUROPE,Stub,1049705609.0
500,Richard Steidle,Austria,9.0,WESTERN EUROPE,C,1112576338.0
501,Julius Tandler,Austria,9.0,WESTERN EUROPE,Start,1077100690.0
502,"Leopold, Count von Thun und Hohenstein",Austria,9.0,WESTERN EUROPE,C,1096753974.0
503,"Leopold, Count von Thun und Hohenstein",Austria,9.0,WESTERN EUROPE,C,1096753974.0
504,"Leopold, Count von Thun und Hohenstein",Czechia,10.5,EASTERN EUROPE,C,1096753974.0
505,"Leopold, Count von Thun und Hohenstein",Czechia,10.5,EASTERN EUROPE,C,1096753974.0
506,Muzio Tommasini,Austria,9.0,WESTERN EUROPE,Start,1093955134.0
507,Karl Freiherr von Vogelsang,Austria,9.0,WESTERN EUROPE,Start,1016446506.0
508,Max Winter (politician),Austria,9.0,WESTERN EUROPE,Stub,1112474387.0
509,Anton von Winzor,Austria,9.0,WESTERN EUROPE,Stub,1045934334.0
510,Gisela Wurm,Austria,9.0,WESTERN EUROPE,Stub,1038160173.0
511,Alexander Zach,Austria,9.0,WESTERN EUROPE,Stub,1056085498.0
512,Curt Franz Wenzel Christoph Erdmann Graf Zedtwitz von Moraván und Duppau,Austria,9.0,WESTERN EUROPE,Start,1111962495.0
513,Karl von Zinzendorf,Austria,9.0,WESTERN EUROPE,Start,1112603523.0
514,Muzamil Abdullayev,Azerbaijan,10.2,WESTERN ASIA,Stub,1107065506.0
515,Leyla Abdullayeva,Azerbaijan,10.2,WESTERN ASIA,Start,1102138152.0
516,Elchin Afandiyev,Azerbaijan,10.2,WESTERN ASIA,Start,1075526613.0
517,Fazail Agamali,Azerbaijan,10.2,WESTERN ASIA,C,1106843986.0
518,Fuad Alasgarov,Azerbaijan,10.2,WESTERN ASIA,C,1018398706.0
519,Anvar Alikhanov,Azerbaijan,10.2,WESTERN ASIA,Stub,1109309028.0
520,Tarlan Aliyarbayov,Azerbaijan,10.2,WESTERN ASIA,GA,1112064160.0
521,Dilara Aliyeva,Azerbaijan,10.2,WESTERN ASIA,Start,1109649588.0
522,Ali Asadov,Azerbaijan,10.2,WESTERN ASIA,Start,1112134949.0
523,Akram Aylisli,Azerbaijan,10.2,WESTERN ASIA,C,1106344373.0
524,Sahil Babayev,Azerbaijan,10.2,WESTERN ASIA,Start,1112800095.0
525,Huseyngulu Baghirov,Azerbaijan,10.2,WESTERN ASIA,Start,1080007779.0
526,Alovsat Bakhshiyev,Azerbaijan,10.2,WESTERN ASIA,Start,1090036474.0
527,Rafael Kamil Dzhabrailov,Azerbaijan,10.2,WESTERN ASIA,Stub,1100266382.0
528,Matin Eynullayev,Azerbaijan,10.2,WESTERN ASIA,Start,1110146340.0
529,Vilayat Eyvazov,Azerbaijan,10.2,WESTERN ASIA,Start,1109686454.0
530,Abdurrahman Fatalibeyli,Azerbaijan,10.2,WESTERN ASIA,C,1094730548.0
531,Fazail Ibrahimli,Azerbaijan,10.2,WESTERN ASIA,Stub,1096310851.0
532,Solomon Grobshtein,Azerbaijan,10.2,WESTERN ASIA,Stub,1067081975.0
533,Teymur Guliyev,Azerbaijan,10.2,WESTERN ASIA,Stub,1025325196.0
534,Mammad Gurbanov,Azerbaijan,10.2,WESTERN ASIA,Start,1101536288.0
535,Asaf Hajiyev,Azerbaijan,10.2,WESTERN ASIA,C,1114198988.0
536,Farhad Hajiyev,Azerbaijan,10.2,WESTERN ASIA,Start,1109686109.0
537,Jamil Hasanli,Azerbaijan,10.2,WESTERN ASIA,C,1091283791.0
538,Ali M. Hasanov,Azerbaijan,10.2,WESTERN ASIA,C,1104973679.0
539,Shakir Hasanov,Azerbaijan,10.2,WESTERN ASIA,Stub,1096145690.0
540,Zakir Hasanov,Azerbaijan,10.2,WESTERN ASIA,C,1110113628.0
541,Ali Huseynli,Azerbaijan,10.2,WESTERN ASIA,Start,1090157253.0
542,Alisahib Huseynov,Azerbaijan,10.2,WESTERN ASIA,Start,1080007304.0
543,Ali Ibrahimov,Azerbaijan,10.2,WESTERN ASIA,Stub,1067793317.0
544,Mammad Isgandarov,Azerbaijan,10.2,WESTERN ASIA,Stub,1029087103.0
545,Vidadi Isgandarov,Azerbaijan,10.2,WESTERN ASIA,Start,1092547948.0
546,Ajdar Ismailov,Azerbaijan,10.2,WESTERN ASIA,C,1096490381.0
547,Saftar Jafarov,Azerbaijan,10.2,WESTERN ASIA,Start,1045812028.0
548,Rovshan Javadov,Azerbaijan,10.2,WESTERN ASIA,C,1108873335.0
549,Anar Karimov,Azerbaijan,10.2,WESTERN ASIA,Start,1109685880.0
550,Boris Kevorkov,Azerbaijan,10.2,WESTERN ASIA,Start,1072772142.0
551,Gurban Khalilov,Azerbaijan,10.2,WESTERN ASIA,Start,1094981152.0
552,Ahmad Kordary,Azerbaijan,10.2,WESTERN ASIA,Stub,1093750341.0
553,Ilham Madatov,Azerbaijan,10.2,WESTERN ASIA,Start,1011331249.0
554,Musa Mammadov,Azerbaijan,10.2,WESTERN ASIA,Start,1084134498.0
555,Ramin Mammadov,Azerbaijan,10.2,WESTERN ASIA,Start,1115614823.0
556,Elshad Mirbashir oghlu,Azerbaijan,10.2,WESTERN ASIA,C,1084157904.0
557,Fuad Naghiyev,Azerbaijan,10.2,WESTERN ASIA,Start,1081854289.0
558,Eldar Namazov,Azerbaijan,10.2,WESTERN ASIA,Start,1087483504.0
559,Siyavush Novruzov,Azerbaijan,10.2,WESTERN ASIA,Start,1114475460.0
560,Sadig Rahimov,Azerbaijan,10.2,WESTERN ASIA,C,1074822020.0
561,Suleyman Rahimov,Azerbaijan,10.2,WESTERN ASIA,C,1096039626.0
562,Huseyn Rahmanov,Azerbaijan,10.2,WESTERN ASIA,Stub,1106104383.0
563,Hasan Sayidov,Azerbaijan,10.2,WESTERN ASIA,Stub,1025325260.0
564,Parviz Shahbazov,Azerbaijan,10.2,WESTERN ASIA,Start,1105103095.0
565,Mammad agha Shahtakhtinski,Azerbaijan,10.2,WESTERN ASIA,C,1080672703.0
566,Abid Sharifov,Azerbaijan,10.2,WESTERN ASIA,Start,1096574448.0
567,Bakhtiyar Vahabzadeh,Azerbaijan,10.2,WESTERN ASIA,C,1114287934.0
568,Elmir Valiyev,Azerbaijan,10.2,WESTERN ASIA,Start,1074732244.0
569,Nurali Yusifbayli,Azerbaijan,10.2,WESTERN ASIA,Start,1019924574.0
570,Harold Christie,Bahamas,0.4,CARIBBEAN,Start,1083155826.0
571,Timothy Donaldson,Bahamas,0.4,CARIBBEAN,C,1109457989.0
572,Joseph Robert Love,Bahamas,0.4,CARIBBEAN,C,1084382477.0
573,Mohammed Isa Al Abbasi,Bahrain,1.5,WESTERN ASIA,Stub,1021088682.0
574,Abdullah bin Isa Al Khalifa,Bahrain,1.5,WESTERN ASIA,Stub,1011511102.0
575,Ahmed Behzad (Bahrain),Bahrain,1.5,WESTERN ASIA,Stub,1063482737.0
576,Kamal Ahmed (politician),Bahrain,1.5,WESTERN ASIA,Stub,1010461395.0
577,Mohamed Ali Hasan Ali,Bahrain,1.5,WESTERN ASIA,Stub,1006173162.0
578,Khalid Almoayed,Bahrain,1.5,WESTERN ASIA,Stub,1063486161.0
579,Aymen Tawfeeq Almoayed,Bahrain,1.5,WESTERN ASIA,Start,1109935820.0
580,Nazar Al Baharna,Bahrain,1.5,WESTERN ASIA,Start,1067620253.0
581,Mahmood Al Bahrani,Bahrain,1.5,WESTERN ASIA,Stub,1096789330.0
582,Ammar Al Bannai,Bahrain,1.5,WESTERN ASIA,Start,1089564533.0
583,Jawad Fairooz,Bahrain,1.5,WESTERN ASIA,Start,1088485834.0
584,Qasim Fakhro,Bahrain,1.5,WESTERN ASIA,Start,1099067663.0
585,Faisal al-Hamar,Bahrain,1.5,WESTERN ASIA,Stub,1068897458.0
586,Nabeel bin Yaqub Al-Hamar,Bahrain,1.5,WESTERN ASIA,Stub,1096789114.0
587,Isa bin Abdulrahman Al Hammadi,Bahrain,1.5,WESTERN ASIA,Stub,1098344827.0
588,Jameel Humadan,Bahrain,1.5,WESTERN ASIA,Start,1003695133.0
589,Isa bin Ibrahim Al Khalifa,Bahrain,1.5,WESTERN ASIA,Stub,1033132904.0
590,Fahmi al-Jowder,Bahrain,1.5,WESTERN ASIA,Stub,1068744646.0
591,Saud Kanoo,Bahrain,1.5,WESTERN ASIA,Stub,1098699647.0
592,Essam Khalaf,Bahrain,1.5,WESTERN ASIA,Stub,1006167519.0
593,Abdullah bin Hamad bin Isa Al Khalifa,Bahrain,1.5,WESTERN ASIA,Start,1099004905.0
594,Ibrahim ibn Khalifa Al Khalifa,Bahrain,1.5,WESTERN ASIA,Start,1107463771.0
595,Mai bint Mohammed Al Khalifa,Bahrain,1.5,WESTERN ASIA,Start,1085733309.0
596,Khallfa bin Duaij Al Khalifa,Bahrain,1.5,WESTERN ASIA,Stub,1022106863.0
597,Hamad Al Kooheji,Bahrain,1.5,WESTERN ASIA,Stub,1096789043.0
598,Abdullatif Al-Mahmood,Bahrain,1.5,WESTERN ASIA,Stub,1072499529.0
599,Khalid Al Maskati,Bahrain,1.5,WESTERN ASIA,Stub,1096789192.0
600,Abdulhussain bin Ali Mirza,Bahrain,1.5,WESTERN ASIA,Stub,1106388662.0
601,Mohammed Al-Buainain,Bahrain,1.5,WESTERN ASIA,Start,1063213013.0
602,Mohammed bin Khalifa bin Ahmed,Bahrain,1.5,WESTERN ASIA,C,1087144216.0
603,Mohammed bin Khalifa bin Ali Al Khalifa,Bahrain,1.5,WESTERN ASIA,Start,1096789150.0
604,Abdulrahman al-Nuaimi,Bahrain,1.5,WESTERN ASIA,Start,1066056398.0
605,Ammar Qambar,Bahrain,1.5,WESTERN ASIA,Start,1086832849.0
606,Isa Qassim,Bahrain,1.5,WESTERN ASIA,C,1100527312.0
607,Ahmed Al-Salloum,Bahrain,1.5,WESTERN ASIA,Start,1108146191.0
608,Salman bin Hamad Al Khalifa,Bahrain,1.5,WESTERN ASIA,C,1109869774.0
609,Oli Ahad,Bangladesh,171.2,SOUTH ASIA,Start,1076894174.0
610,Farid Ahmed,Bangladesh,171.2,SOUTH ASIA,Stub,1066581020.0
611,Muzaffar Ahmed (NAP politician),Bangladesh,171.2,SOUTH ASIA,Start,1109740890.0
612,AKM Hafizuddin,Bangladesh,171.2,SOUTH ASIA,Start,1082571647.0
613,Mohammad Manjur Alam,Bangladesh,171.2,SOUTH ASIA,Start,1099697606.0
614,Aftab Ali,Bangladesh,171.2,SOUTH ASIA,C,1111168357.0
615,M Hossain Ali,Bangladesh,171.2,SOUTH ASIA,Start,1081670946.0
616,Ashab Uddin Ahmad,Bangladesh,171.2,SOUTH ASIA,B,1106492750.0
617,Ashab Uddin Ahmad,Bangladesh,171.2,SOUTH ASIA,B,1106492750.0
618,Ashab Uddin Ahmad,Pakistan,235.8,SOUTH ASIA,B,1106492750.0
619,Ashab Uddin Ahmad,Pakistan,235.8,SOUTH ASIA,B,1106492750.0
620,Selina Banu,Bangladesh,171.2,SOUTH ASIA,Start,1059919387.0
621,Nurul Huq Bhuiyan,Bangladesh,171.2,SOUTH ASIA,Stub,1087353972.0
622,Bishnu Chattopadhyay,Bangladesh,171.2,SOUTH ASIA,Start,1108066856.0
623,AKM Fazlul Kabir Chowdhury,Bangladesh,171.2,SOUTH ASIA,Start,1115026757.0
624,Aminul Islam Chowdhury,Bangladesh,171.2,SOUTH ASIA,Stub,1068738297.0
625,Anwarul Karim Chowdhury,Bangladesh,171.2,SOUTH ASIA,C,1097570502.0
626,Moinuddin Ahmed Chowdhury,Bangladesh,171.2,SOUTH ASIA,C,1038606051.0
627,Moinuddin Ahmed Chowdhury,Bangladesh,171.2,SOUTH ASIA,C,1038606051.0
